id;local_name;en_wiki_mainaffiliation;en_wiki_subaffiliations;en_wiki_age;en_wiki_aliases;en_wiki_bounty;en_wiki_dfname;en_wiki_dftype;en_wiki_first;en_wiki_height;en_wiki_occupation_actuelle;en_wiki_autres_occupations;en_wiki_origin;en_wiki_status;fr_wiki_page_title;fr_wiki_image_url;fr_wiki_match_status;fr_wiki_match_via;fr_wiki_A;fr_wiki_acteur;fr_wiki_affiliation;fr_wiki_âge;fr_wiki_alias;fr_wiki_ancien_nomf;fr_wiki_capitaine;fr_wiki_Chapitres;fr_wiki_cp9clé;fr_wiki_Date;fr_wiki_df2nom;fr_wiki_df2nomf;fr_wiki_df2signifiant;fr_wiki_df2type;fr_wiki_dfnom;fr_wiki_dfnomf;fr_wiki_dftype;fr_wiki_doriki;fr_wiki_Ending;fr_wiki_épithète;fr_wiki_Format;fr_wiki_groupe_sanguin;fr_wiki_lieuvie;fr_wiki_naissance;fr_wiki_navire;fr_wiki_nom;fr_wiki_Nom;fr_wiki_nom_réel;fr_wiki_nomf;fr_wiki_Nomf;fr_wiki_nomj;fr_wiki_Nomj;fr_wiki_nomr;fr_wiki_Nomr;fr_wiki_numgladiateur;fr_wiki_numzombie;fr_wiki_occupation;fr_wiki_Opening;fr_wiki_origine;fr_wiki_P;fr_wiki_particularités;fr_wiki_Piece;fr_wiki_poids;fr_wiki_premiere;fr_wiki_première;fr_wiki_prime;fr_wiki_Saison;fr_wiki_SaisonKHV;fr_wiki_signe_astrologique;fr_wiki_signifiant;fr_wiki_statut;fr_wiki_taille;fr_wiki_titre;fr_wiki_Tomes;fr_wiki_vf;fr_wiki_vo
scratchmen-apoo;Scratchmen Apoo;On Air Pirates;Beasts Pirates;31;"Roar of the Sea,Umi Nari,Sukuratchimen Apu";"350,000,000";Oto Oto no Mi;Paramecia;"Chapter 498; Episode 392";256 cm;Pirate Captain;"Musician; Informant";Grand Line;Alive;Scratchmen Apoo;https://static.wikia.nocookie.net/onepiece/images/a/a6/Scratchmen_Apoo_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Scratchmen_Apoo;;;"Équipage du On-Air;Onze Supernovae;L'Équipage aux Cent Bêtes";29 ans (avant l'ellipse) 31 ans (après l'ellipse);;;;;;;;;;;Oto Oto no Mi;Inconnu;Paramecia;;;"""Le MugissantLa Marée Rugissante"" (海鳴り, Umi Nari)";;XF;;19 Mars;;Scratchmen Apoo;;;Scratchmen Apoo;;スクラッチメン・アプー;;Sukuracchimen Apū;;;;Capitaine PirateInformateurSupernovaMusicien;;Grand Line;;;;;;"Chapitre 498 ; Épisode 392";"198,000,000350,000,000";;;;Son;Vivant;2m56;;;;
sengoku;Sengoku;Marines;Aucune;79;"Sengoku the Buddha,Hotoke no Sengoku,Funimation subs : 'Saint Sengoku,The Resourceful General,Chisho,Sengoku";;"Hito Hito no Mi, Model: Daibutsu";Mythical Zoan;"Chapter 234; Episode 151";278 cm;Inspector General;"Fleet Admiral; Admiral; Admiral; Vice Admiral";South Blue;Alive;Sengoku;https://static.wikia.nocookie.net/onepiece/images/d/df/Sengoku_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Sengoku;;;Marine;77 ans (avant l'ellipse)79 ans (après l'ellipse);;;;;;;;;;;"Hito Hito no Mi, modèle Daibutsu";Fruit de l'Humain (Version Bouddha);Zoan Mythique;;;"""Sengoku le Bouddha"" (仏のセンゴク Hotoke no Sengoku)";;F;;9 Mai;;Sengoku;;;Sengoku;;センゴク;;Sengoku;;;;Inspecteur GénéralAmiral Commandant en chef Amiral;;South Blue;;;;;;"Chapitre 234 ; Épisode 151Chapitre 0 ; Épisode 0";;;;;HumainGrand Bouddha;Vivant;2m78;;;;
senor-pink;Senor Pink;Donquixote Pirates;Aucune;46;Senyoru Pinku;"58,000,000";Sui Sui no Mi;Paramecia;"Chapter 702; Episode 632";244 cm;Pirate Officer;Assassin;North Blue;Alive;Señor Pink;https://static.wikia.nocookie.net/onepiece/images/e/e3/Se%C3%B1or_Pink_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Señor_Pink;;;Impel DownÉquipage de Don Quijote;46 ans;;;;;;;;;;;Sui Sui no Mi;Fruit du barbotage;Paramecia;;;;;X (A);Spider Miles Dressrosa;12 Juin;;Señor Pink;;;Señor Pink;;セニョール・ピンク;;Senyōru Pinku;;;;PirateAssassin;;North Blue;;;;;;"Chapitre 702 ; Épisode 632";58.000.000;;;;Nager;Vivant;2m44;;;;
sentomaru;Sentomaru;Marines;Aucune;34;Sentomaru;"500,000,000";;;"Chapter 497; Episode 401";279 cm;Marine Officer;"Captain of the Science Unit; Dr. Vegapunk's bodyguard";Mt. Kintoki;Alive;Sentomaru;https://static.wikia.nocookie.net/onepiece/images/5/5e/Sentomaru_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Sentomaru;;;Marine Vegapunk;32 ans (avant l'ellipse)34 ans (après l'ellipse);;Sentômaru;;;;;;;;;;;;;;;;F;;10 Mars;;Sentomaru;;;Sentomaru;;戦（せん）桃（とう）丸（まる）;;Sentōmaru;;;;Officier de la Marine Garde du corps;;Grand Line Mont Kintoki;;;;;;"Chapitre 497 ; Épisode 401";★★★★★(500.000.000);;;;;Inconnu;2m79;;;;
shakuyaku;Shakuyaku;Shakky's Rip-off Bar;"Kuja,Kuja Pirates";64;"Shakky,Shakki,Shakuyaku";;;;"Chapter 498; Episode 392";186 cm;Bartender;"Pirate Captain; First Mate; Empress of Amazon Lily";;Alive;Shakuyaku;https://static.wikia.nocookie.net/onepiece/images/4/4f/Shakuyaku_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Shakuyaku;;;Bar de l'ArnaqueSilvers RayleighÉquipage des Pirates Kuja;62 ans (avant ellipse)64 ans (après ellipse);;;;;;;;;;;;;;;;"""Shakky"" (シャッキー, Shakkī)";;X;Archipel des Sabaody;8 Mai;;Shakuyaku;;;Shakuyaku;;シャクヤク;;Shakuyaku;;;;Gérante de BarCapitaine Pirate Impératrice d'Amazon Lily Second;;Calm Belt (Amazon Lily);;;;;;"Chapitre 498 ; Épisode 392Chapitre 0 ; Épisode 0";;;;Taureau;;Vivante;1m86;;;;
sham;Sham;Black Cat Pirates;Aucune;23;"Nyaban Brothers,Nyaban Burazazu,English versions: 'Meowban Brothers,Shamu";"7,000,000";;;"Chapter 31; Episode 13";201 cm;Pirate Officer;Ship Guard;East Blue;Alive;Sham;https://static.wikia.nocookie.net/onepiece/images/7/77/Sham_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Sham;;Bianca Oosthuizen;Équipage du Chat Noir;21 ans (avant l'ellipse)23 ans (après l'ellipse);;Siam;;;;;;;;;;;;;;;;X;;19 Avril;;Sham;;;Sham;;シャム;;Shamu;;;;Pirates;;East Blue;;;;;;"Chapitre 31; Épisode 13";"7,000,000 (avec Buchi)";;;Bélier;;Inconnu;2m01;;;;
shanks;Shanks;Red Hair Pirates;"Four Emperors,Roger Pirates,Knights of God,World Nobles, Figarland Family";39;"Red-Haired Shanks,Akagami no Shankusu,Shankusu";"4,048,900,000";;;"Chapter 1; Episode 4";132 cm;Chief;"Emperor; Apprentice; Devoted Blade of God";God Valley;Alive;Shanks;https://static.wikia.nocookie.net/onepiece/images/6/66/Shanks_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Shanks;;Peter GadiotMatt Herrington (Jeune);L'Équipage du RouxQuatre EmpereursL'Équipage des Pirates Roger Chevalier Divin;27 ans (Chapitre 1)37 ans (avant l'ellipse)39 ans (après l'ellipse);;;;;;;;;;;;;;;;"""Shanks le Roux"" (赤髪のシャンクス, Akagami no Shankusu)";;XF;Village de Fuchsia;9 Mars;;Shanks;;;Shanks;;シャンクス;;Shankusu;;;;EmpereurCapitaine PirateMoussaillon Lame Divine;;West Blue;;;;;;"Chapitre 1 ; Épisode 4Chapitre 0 ; Épisode 0";4.048.900.0001.040.000.000;;;;;Vivant;1m99;;;;
sheep-s-head;Sheep's Head;Beasts Pirates;Aucune;24;Shipusuheddo;;;Artificial Zoan;"Chapter 795; Episode 739";293 cm;Shinuchi of the Gifters ( Gifutazu Shin'uchi);;Grand Line;Unknown;Sheep's Head;https://static.wikia.nocookie.net/onepiece/images/8/81/Sheepshead_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Sheep's_Head;;;L'Équipage aux Cent Bêtes;24 ans;;;;;;;;;;;;Smile du mouton;SMILE;;;;;F (B);;6 Juin;;Sheep's Head;;;Sheep's Head;;シープスヘッド;;Shīpusuheddo;;;;Pirate;;Grand Line;;;;;;"Chapitre 795 ; Épisode 739";;;;;;Inconnu;2m93;;;;
shimotsuki-koshiro;Shimotsuki Koshiro;Shimotsuki Family;Aucune;51;Shimotsuki Koshiro;;;;"Chapter 5; Episode 19";184 cm;Dojo Master;;East Blue;Alive;Shimotsuki Kôshirô;https://static.wikia.nocookie.net/onepiece/images/b/b6/K%C3%B4shir%C3%B4_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Shimotsuki_Kôshirô;;Nathan Castle;Famille Shimotsuki;49 ans (avant l'ellipse)51 ans (après l'ellipse);;;;;;;;;;;;;;;;;;S;Village de Shimotsuki;4 Mai;;Shimotsuki Kôshirô;;;Shimotsuki Kôshirô;;霜月 コウシロウ;;Shimotsuki Kōshirō;;;;Maître de DojoÉpéiste;;East Blue;;;;;;"Chapitre 5 ; Épisode 19Chapitre 0 ; Épisode 0";;;;;;Vivant;1m84;;;;
shinobu;Shinobu;Kouzuki Family;Ninja-Pirate-Mink-Samurai Alliance ;49;"Bewitching Kunoichi,Nosatsu Kunoichi,Shinobu the Man-Killer,Otoko-goroshi no Shinobu,Shinobu";;Juku Juku no Mi;Paramecia;"Chapter 921; Episode 911";180 cm;Kunoichi;"Retainer of the Kouzuki Family; Member of the Kouzuki Family Oniwabanshu";Wano Country;Alive;Shinobu;https://static.wikia.nocookie.net/onepiece/images/3/3f/Shinobu_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Shinobu;;;"Famille Kozuki; Orochi Oniwabanshu";49 ans;;;;;;;;;;;Juku Juku no Mi;Inconnu;Paramecia;;;"""La Tueuse d'Hommes"" (男殺しのしのぶ, Otoko-goroshi no Shinobu) La Kunoichi captivante (悩殺くの一, Nōsatsu Kunoichi)";;F;Pays des Wa (Kuri);23 Octobre;;Shinobu;;;Shinobu;;しのぶ;;Shinobu;;;;Kunoichi;;Pays des Wa;;;;;;"Chapitre 921 ; Épisode 911";;;;;Mûrir;Vivante;1m80;;;;
shura;Shura;God's Army;Aucune;33;"Sky Rider,Sukai Raida,Shura";;;;"Chapter 241; Episode 155";191 cm;Priest of Enel;;Birka;Unknown;Shura;https://static.wikia.nocookie.net/onepiece/images/4/47/Shura_Anime_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Shura;;;Clan d'Ener;29 ans (avant l'ellipse)31 ans (après l'ellipse);;;;;;;;;;;;;;;;"""Sky Rider""";;S;;20 Septembre;;Shura;;;Shura;;シュラ;;Shura;;;;Prélat;;Îles Célestes (Bilca);;;;;;"Chapitre 241; Épisode 155";;;;;;;2m20;;;;
shyarly;Shyarly;Mermaid Cafe;Aucune;29;"Madam Shyarly,Madamu Shari,Shari";;;;"Chapter 610; Episode 529";520 cm;Proprietor of the Mermaid Cafe;Fortune teller;Ryugu Kingdom;Alive;Shyarly;https://static.wikia.nocookie.net/onepiece/images/6/61/Shyarly_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Shyarly;;;Mermaid Café;29 ans;;Shirley;;;;;;;;;;;;;;"""Madame Shyarly"" (マダム・シャーリー, Madamu Shārī)";;XF;;9 Septembre;;Shyarly;;;Shyarly;;シャーリー;;Shārī;;;;Propriétaire de Mermaid Café;;Île des Hommes-Poissons (Royaume Ryugu);;;;;;"Chapitre 610 ; Épisode 529";;;;;;Vivante;5m20;;;;
smack;Smack;Arlong Pirates;Sun Pirates;35;Chu;"5,500,000";;;"Chapter 69; Episode 31";257 cm;Pirate Officer;Sniper;Ryugu Kingdom;Alive;Smack;https://static.wikia.nocookie.net/onepiece/images/e/e4/Smack_Anime_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Smack;;Len-Barry Simons;Équipage d'ArlongÉquipage des Pirates du Soleil;33 ans (avant l'ellipse)35 ans (après l'ellipse);;Chew;;;;;;;;;;;;;;;;X;Village de Kokoyashi (Arlong Park);23 Mai;;Smack;;;Smack;;チュウ;;Chū;;;;PirateTireur d'Elite;;Île des hommes-poissons (Royaume Ryugu);;;;;;"Chapitre 69 ; Épisode 31";5.500.000;;;;;;2m57;;;;
smoker;Smoker;Marines;"G-5,Loguetown Marine Base";36;"Smoker the White Hunter,Hakuryo no Sumoka,White Chase Smoker,VIZ,Smoke Hunter,4Kids,Sumoka";" 500,000,000";Moku Moku no Mi;Logia;"Chapter 97; Episode 48";209 cm;Vice Admiral;"Base Commander of G-5; Commander of G-5 Unit 01; Commodore; Captain";Grand Line;Alive;Smoker;https://static.wikia.nocookie.net/onepiece/images/d/d5/Smoker_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Smoker;;Matthew Leck (Jeune)Callum Kerr (Adulte);MarineG-5;34 ans (avant l'ellipse)36 ans (après l'ellipse);;;;;;;;;;;Moku Moku no Mi;Fruit Fumigène;Logia;;;"""Smoker à la Fumée Blanche"", ""Smoker le Chasseur Blanc"" (白猟のスモーカー, Hakuryō no Sumōkā), ""Le Chien Sauvage de la Marine""";;XF;Logue Town;14 Mars;;Smoker;;;Smoker;;スモーカー;;Sumōkā;;;;Vice-AmiralContre-Amiral Capitaine;;Grand Line;;;;;;"Chapitre 98 ; Épisode 48";;;;Poissons;"""Moku"" signifie le son que fait la fumée.";Vivant;2m09;;;;
speed;Speed;Beasts Pirates;"Kurozumi Tama,Ninja-Pirate-Mink-Samurai Alliance ";24;Supido;;;Artificial Zoan;"Chapter 917; Episode 904";298 cm;Shinuchi;;Wano Country;Alive;Speed;https://static.wikia.nocookie.net/onepiece/images/c/c1/Speed_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Speed;;;L'Équipage aux Cent Bêtes;24 ans;;;;;;;;;;;;Smile du cheval;SMILE;;;;;X;;11 Décembre;;Speed;;;Speed;;スピード;;Supīdo;;;;Commandante;;Pays des Wa;;;;;;"Chapitre 917 ; Épisode 904";;;;Sagittaire;;Vivante;2m98;;;;
squard;Squard;Maelstrom Spider Pirates;Whitebeard Pirates;52;"Maelstrom Spider,O Uzu Gumo,English versions: Whirl Spider,Sukuado";"210,000,000";;;"Chapter 551; Episode 460";228 cm;Pirate Captain;;Grand Line;Alive;Squard;https://static.wikia.nocookie.net/onepiece/images/b/b8/Squard_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Squard;;;Subordonné de L'Équipage de Barbe Blanche L'Équipage des Spider Malstrom;50 ans (au début) 52 ans (après ellipse);;Squardo;;;;;;;;;;;;;;"""L'Araignée des Maelstrom"" (大渦蜘蛛, Uzu Gumo)";;;;6 Septembre;;Squard;;;Squard;;スクアード;;Sukuādo;;;;Pirate Capitaine;;Grand Line;;;;;;"Chapitre 551 ; Épisode 460";210.000.000;;;;;;2m28;;;;
streusen;Streusen;Big Mom Pirates;Rocks Pirates;92;"Gourmet Knight,Bishoku Kishi,Shutoroizen";;Kuku Kuku no Mi;Paramecia;"Chapter 858; Episode 827";140 cm;Executive Chef;Pirate;Grand Line;Alive;Streusen;https://static.wikia.nocookie.net/onepiece/images/3/34/Streusen_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Streusen;;;Équipage de Big Mom L'Équipage de Rocks;92 ans;;;;;;;;;;;Kuku Kuku no Mi;;Paramecia;;;"""Chevalier Gourmet"" (美食騎士, Bishoku Kishi)";;S (O);Archipel Totto Land;27 Avril;;Streusen;;;Streusen;;シュトロイゼン;;Shutoroizen;;;;Chef Cuisinier Pirate;;Grand Line;;;;;;"Chapitre 858 ; Épisode 827";;;;;Cuisinier;Vivant;1m40;;;;
stussy;Stussy;Vegapunk;"CP0,Underworld,MADS";36;"Queen of the Pleasure District,Kanraku-gai no Joo,Sutyushi";;Batto Batto no Mi;Zoan;"Chapter 860; Episode 828 (silhouette); Episode 830 (actual)";179 cm;Spy;"Cipher Pol Agent; Empress of the Underworld";MADS Research Ship;Unknown;Stussy;https://static.wikia.nocookie.net/onepiece/images/e/ee/Stussy_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Stussy;;;CP-AIGIS0Pègre;36 ans;;;;;;;;;;;Batto Batto no Mi;;Zoan;;;"""Reine des Quartiers de Plaisir"" (歓楽街の女王, Kanraku-gai no Joō)";;S (O);;24 Avril;;Stussy;;;;;ステューシー;;Sutyūshī;;;;Agent du Cipher PolEmpereur de la PègreReine du Quartier des Plaisirs;;Grand Line;;;;;;"Chapitre 860 ; Épisode 828";;;;;Chauve-Souris;Inconnu;1m79;;;;
sugar;Sugar;Donquixote Pirates;Aucune;22;Shuga;;Hobi Hobi no Mi;Paramecia;"Chapter 682; Episode 608";110 cm;Pirate Special Officer;;North Blue;Alive;Sugar;https://static.wikia.nocookie.net/onepiece/images/e/e9/Sugar_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Sugar;;;Équipage de Don Quijote;22 ans10 ans (En apparence);;;;;;;;;;;Hobi Hobi no Mi;Fruit du Joujou;Paramecia;;;;;XF (AB);Dressrosa;22 Octobre;;Sugar;;;Sugar;;シュガー;;Shugā;;;;Pirate;;North Blue;;;;;;"Chapitre 682 ; Épisode 608";;;;;Jouet;Vivante;1m10;;;;
suleiman;Suleiman;Beautiful Pirates;"Underworld,Straw Hat Grand Fleet";40;"Suleiman the Beheader,Kubi-hane Sureiman,Sureiman";"67,000,000";;;"Chapter 704; Episode 632";240 cm;Pirate;"War Criminal; Mercenary";South Blue;Alive;Suleiman;https://static.wikia.nocookie.net/onepiece/images/4/4e/Suleyman_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Suleiman;;;"La Grande Flotte du Chapeau de Paille, L'Équipage des Magnifiques Pirates";40 ans;;;;;;;;;;;;;;;;"""Le Briseur de Nuques"" (首はね, Kubi-hane)";;S (O);;30 Janvier;;Suleiman;;;Suleiman;;スレイマン;;Surēman;;;;"Pirate, Gladiateur, Epéiste";;South Blue;;;;;;"Chapitre 704, Épisode 632";67 000 000;;;;;Vivant;2m40;;;;
tamago;Tamago;Big Mom Pirates;Aucune;46;"Baron Tamago,Tamago Danshaku,Tamago";"429,000,000";Tama Tama no Mi;Zoan;"Chapter 651; Episode 570";301 cm;Combatant;Broker;Grand Line;Alive;Tamago;https://static.wikia.nocookie.net/onepiece/images/4/49/Tamago_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Tamago;;;Équipage de Big Mom;46 ans;;;;;;;;;;;Tama Tama no Mi;Fruit de l’Œuf;Zoan;;;"Le Baron Tamago (タマゴ男爵 Tamago Danshaku) ; Glénat : ""Baron Delœuf""";;XF (AB);;14 Mai;;Tamago;;;Delœuf;;タマゴ;;Tamago;;;;Pirate Courtier;;Grand Line;;;;;;"Chapitre 651 ; Épisode 570";429.000.000;;;;Œuf;Vivant;3m01;;;;
tashigi;Tashigi;Marines;"G-5,Loguetown Marine Base";23;Tashigi;"100,000,000";;;"Chapter 96; Episode 48";170 cm;Captain;"Ensign; Master Chief Petty Officer";East Blue;Alive;Tashigi;https://static.wikia.nocookie.net/onepiece/images/3/3e/Tashigi_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Tashigi;;Julia Rehwald;Marine;21 ans (début)23 ans (après ellipse);;;;;;;;;;;;;;;;;;S;Logue Town;6 Octobre;;Tashigi;;;Tashigi;;たしぎ;;Tashigi;;;;"Capitaine, Sous-Lieutenant , Sergent-Chef";;East Blue;;;;;;"Chapitre 96 ; Épisode 48";;;;Balance;;;1m70;;;;
tilestone;Tilestone;Galley-La Company;Aucune;35;Tairusuton;;;;"Chapter 323; Episode 230";255 cm;Dock One Foreman;Shipwright;Water 7;Alive;Tilestone;https://static.wikia.nocookie.net/onepiece/images/c/c1/Tilestone_Manga_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Tilestone;;;Galley-La Company;33 ans (avant l'ellipse)35 ans (après l'ellipse);;Tileston;;;;;;;;;;;;;;;;S (O);;6 Janvier;;Tilestone;;;Tilestone;;タイルストン;;Tairusuton;;;;Charpentier Contremaître du Quai 1;;Water Seven;;;;;;"Chapitre 323 ; Épisode 230";;;;;;;2m55;;;;
trafalgar-d-water-law;Trafalgar D. Water Law;Heart Pirates;"Clan of D.,Ninja-Pirate-Mink-Samurai Alliance ,Seven Warlords of the Sea,Donquixote Pirates ";26;"Surgeon of Death,Shi no Gekai,Torafaruga Di Wateru Ro";"3,000,000,000";Ope Ope no Mi;Paramecia;"Chapter 498; Episode 392";191 cm;Pirate Captain;"Doctor; Warlord of the Sea";North Blue;Alive;Trafalgar D. Water Law;https://static.wikia.nocookie.net/onepiece/images/4/47/Trafalgar_D._Water_Law_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Trafalgar_D._Water_Law;;;Équipage du HeartAlliance des Ninjas-Pirates-Minks-SamouraïsSept Grands Corsaires L'Équipage de Don Quichotte Doflamingo;24 ans (au début)26 ans (après ellipse);Trafalgar Law (トラファルガー・ロー Torafarugā RōTrifouillis (トラオ Torao);;;;;;;;;;Ope Ope no Mi;Fruit du Bistouri;Paramecia;;;"""Le Chirurgien de la Mort""(死の外科医, Shi no Gekai)";;F;Flevance Spider Miles Île de Swallow;6 Octobre;;Trafalgar D. Water Law;;;Trafalgar D. Water Law;;トラファルガー・D・ワーテル・ロー;;Torafarugā Dī Wāteru Rō;;;;PirateCapitaine PirateMédecinCo-Leader de l'AllianceSupernovaeGrand Corsaire;;North Blue;;;;;;"Chapitre 498, Épisode 392";"200 000 000440 000 000500 000 0003,000,000,000 (Post Wano)";;;Balance;Opération;Vivant;1m91 (avant/après ellipse);;;Antoine Doignon(392-689)Patrick Pellegrin(474)Pierre Lognay(690+ + Film 14);
trebol;Trebol;Donquixote Pirates;Aucune;49;Toreboru;"99,000,000";Beta Beta no Mi;Paramecia;"Chapter 700; Episode 629";349 cm;Pirate Executive Officer;"Staff Officer; Sugar's Bodyguard";North Blue;Alive;Trébol;https://static.wikia.nocookie.net/onepiece/images/2/2e/Tr%C3%A9bol_Anime_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Trébol;;;Équipage de Don Quijote;49 ans;;;;;;;;;;;Beta Beta no Mi;Fruit du poisse-poisse;Paramecia;;;;;S (B);Spider Miles Dressrosa;18 Mars;;Trébol;;;Trébol;;トレーボル;;Torēboru;;;;Pirate Garde du Corps;;North Blue;;;;;;"Chapitre 700 ; Épisode 629";99.000.000;;;;Poisseux;Vivant;3m49;;;;
tsuru;Tsuru;Marines;Aucune;76;"Great Staff Officer,Dai-Sanbo,'Great Advisor,Tsuru";"500,000,000";Woshu Woshu no Mi;Paramecia;"Chapter 234; Episode 151";204 cm;Vice Admiral;;North Blue;Alive;Tsuru;https://static.wikia.nocookie.net/onepiece/images/5/52/Tsuru_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Tsuru;;;Marines;74 ans (avant l'ellipse) 76 ans (après l'ellipse);;;;;;;;;;;Woshu Woshu no Mi;Fruit de la lessive;Paramecia;;;"""La Grande Conseillère"" (大（ダイ）参（サン）謀（ボウ）, Dai-Sanbō?); ""Vice-Amiral Tsuru"" (つる中（チュウ）将（ジョウ）, Tsuru Chūjō?)";;X;;26 Mars;;Tsuru;;;Tsuru;;つる;;Tsuru;;;;Vice-Amiral;;North Blue;;;;;;"Chapitre 234 ; Épisode 151Chapitre 0 ; Épisode 0";;;;;Laver;Vivante;2m04;;;;
ulti;Ulti;Yamato;"Beasts Pirates, Tobiroppo";22;Uruti;"400,000,000";"Ryu Ryu no Mi, Model: Pachycephalosaurus";Ancient Zoan;"Chapter 977; Episode 982";173 cm;Shinuchi;;Grand Line;Alive;Ulti;https://static.wikia.nocookie.net/onepiece/images/d/dc/Ulti_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Ulti;;;Équipage des cent bêtes;22 ans;;;;;;;;;;;"Ryu Ryu no Mi, modèle Pachycéphalosaure";"Fruit du Dinosaure, version Pachycéphalosaurus";Zoan Antique;;;;;XF;;4 Janvier;;Ulti;;;Ulti;;うるティ;;Uruti;;;;Pirate Tobiroppo;;Grand Line;;;;;;"Chapitre 978 ; Épisode 982";400.000.000;;;Capricorne;"Dinosaure, Version Pachycéphalosaure";Vivante;1m73;;;;
urouge;Urouge;Fallen Monk Pirates;Aucune;47;"Mad Monk,Kaiso,Uruji";"108,000,000";;;"Chapter 498; Episode 392";388 cm;Pirate Captain;;Sky Island;Alive;Urouge;https://static.wikia.nocookie.net/onepiece/images/a/ad/Urouge_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Urouge;;;L'Équipage des Moines DépravésOnze Supernovae;45 ans (avant l'ellipse)47 ans (après l'ellipse);;;;;;;;;;;Inconnu;Fruit d'Urouge;Paramecia;;;"""Le Moine Fou"" (“怪僧” ウルージ, Kai Sō Urūji)";;S;;1er Août;;Urouge;;;Urouge;;ウルージ;;Urūji;;;;Capitaine Pirate;;Îles Célestes;;;;;;"Chapitre 498 ; Épisode 392";108 000 000;;;Lion;Inconnu;Vivant;3m88;;;;
van-augur;Van Augur;Blackbeard Pirates;Aucune;27;"The Supersonic,Otogoe,Van Oga";"64,000,000";Wapu Wapu no Mi;Paramecia;"Chapter 222; Episode 146";340 cm;Titanic Captain (Captain of the Third Ship);Sniper;East Blue;Alive;Van Augur;https://static.wikia.nocookie.net/onepiece/images/0/0e/Van_Augur_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Van_Augur;;;L'Équipage de Barbe Noire;25 ans (avant l'ellipse)27 ans (après l'ellipse);;;;;;;;;;;Wapu Wapu no Mi;Fruit de la Téléportation;Paramecia;;;"""Le Supersonique"" (音（おと）越（ごえ）, Otogoe?)";;X;;5 Octobre;;Van Augur;;;Van Auger;;ヴァン･オーガー;;Van Ōgā;;;;PirateTireur d'ÉliteCommandant de la 3ème flotte de L'Équipage de Barbe Noire;;East Blue;;;;;;"Chapitre 222 ; Épisode 146";Au moins 64.000.000;;;;Téléporter;Vivant;3m40;;;;
vander-decken-ix;Vander Decken IX;Flying Pirates;Ally of the New Fish-Man Pirates;35;Banda Dekken Kyusei;Unknown;Mato Mato no Mi;Paramecia;"Chapter 606; Episode 525";352 cm;Pirate Captain;;Ryugu Kingdom;Alive;Vander Decken IX;https://static.wikia.nocookie.net/onepiece/images/d/d3/Vander_Decken_IX_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Vander_Decken_IX;;;L'Équipage des Pirates Volants;35 ans;;;;;;;;;;;Mato Mato no Mi;Fruit du Dans le Mille;Paramecia;;;;;XF (AB);;22 Août;;Vander Decken IX;;;Vander Decken IX;;バンダー・デッケン九世;;Bandā Dekken Kyūsē;;;;Capitaine Pirate;;Île des Hommes-Poissons (Royaume Ryugu);;;;;;"Chapitre 606 ; Épisode 525";;;;;"Cible, Objectif";;3m52;;;;
