id;local_name;en_wiki_mainaffiliation;en_wiki_subaffiliations;en_wiki_aliases;en_wiki_bounty;en_wiki_dftype;en_wiki_occupation_actuelle;en_wiki_autres_occupations;en_wiki_origin;fr_wiki_affiliation;fr_wiki_aliases;fr_wiki_dftype;fr_wiki_lieuvie;fr_wiki_occupation;fr_wiki_origine;fr_wiki_prime;final_age;final_height;final_status;final_premiere;final_dfname;final_bounty
marianne;Marianne;New Spiders Cafe;Baroque Works;Miss Goldenweek,Misu Goruden Wiku,Odex/Funimation: 'Miss Golden Week,4Kids: 'Ms. April Fools Day,Flag-Bearer of Freedom,Jiyu no Kishu Mariannu,Mariannu;29,000,000;;Cafe Employee;Officer Agent;North Blue;Baroque Works Spider's Café;Miss Goldenweek, Le Drapeau de la Liberté, Marianne, Mariannu, Misu Gōruden Wīku, Jiyū no Kishu;;;Co-propriétaire du Spiders Café Artiste Peintre Agente Officière de Baroque Works;North Blue;29.000.000;18 ans;145 cm;Vivant(e);"Chapitre 117 ; Épisode 70";Aucun;29 000 000
masira;Masira;Saruyama Alliance;Masira Pirates;Salvage King' Masira,Sarubeji-O Mashira,Mashira;23,000,000;;Pirate;Boss;North Blue;Forces Spéciales Simiesques;"Masira, Masira le ""Roi du Repêchage, Mashira, Sarubēji-Ō Mashira";;Jaya;"Capitaine ; Pirate";North Blue;23.000.000;25 ans;345 cm;Vivant(e);"Chapitre 219 ; Épisode 144";Aucun;23 000 000
meuh-meuh;Meuh-Meuh;Arlong Pirates;Caribou Pirates;Momoo the Sea Cow,Kaigyu Momu,Momu;;;Arlong Pirates' pet;Caribou Pirates' steed;Grand Line;Équipage d'Arlong Équipage de Caribou Faux Équipage du Chapeau de Paille;Meuh-Meuh, Mōmu;;;Animal de compagnieTireur de navire;Grand Line;;16 ans;3600 cm;Vivant(e);"Chapitre 73 ; Épisode 31";Aucun;Aucune
mikita;Mikita;New Spiders Cafe;Baroque Works;Miss Valentine,Misu Barentain,VIZ/4Kids: 'Ms. Valentine,Courier,Hakobi-ya,Mikita;7,500,000;Paramecia;Cafe Patissier;Officer Agent;West Blue;Baroque Works Spider's Café;Miss Valentine, La Transporteuse, Mikita, Misu Barentain, Hakobi-ya;Paramecia;;Co-propriétaire du Spiders Café Chocolatière Agente Officière de Baroque Works;West Blue;7.500.000;24 ans;177 cm;Vivant(e);"Chapitre 110 ; Épisode 65";Kiro Kiro no Mi;7 500 000
momonga;Momonga;Marines G-1 Branch;Aucune;Momonga;500,000,000;;Vice Admiral;Base Commander of G-1;Grand Line;MarinesG-1;Momonga;;;Vice Amiral;Grand Line;;48 ans;251 cm;Vivant(e);"Chapitre 420 ; Épisode 302";Aucun;Au moins 500 000 000
monkey-d-dragon;Monkey D. Dragon;Revolutionary Army;Clan of D.,Freedom Fighters,Marines;Rebellious Dragon,Hangyaku Ryu,Funimation: 'The Insurgent Serpent,World's Worst Criminal,Sekai Saiaku no Hanzaisha,Funimation: 'World's Most Heinous Criminal,Monki Di Doragon;Unknown;;Supreme Commander of the Revolutionary Army;Captain of the Freedom Fighters;Goa Kingdom;Armée de la LibertéArmée RévolutionnaireMarine;L'Homme Le Plus Dangereux Du Monde, Dragon le Révolutionnaire, Monkey D. Dragon, D, Monkī Dī Doragon, Sekai Saiaku no Hanzaisha, Kakumeika Doragon;;;Chef de l'armée révolutionnaireMarine;Royaume de Goa;Inconnue;55 ans;256 cm;Vivant(e);"Chapitre 100 ; Épisode 52";Aucun;Inconnu
monkey-d-garp;Monkey D. Garp;Marines;Clan of D.;Garp the Fist,Genkotsu no Gapu,Hero of the Marines,Kaigun no Eiyu,'Naval Hero,Monki Di Gapu;3,000,000,000;;Vice Admiral;Instructor;Goa Kingdom;Marines;"Garp ""la poigne"" ""Héros de la Marine"" ""Héros de la Légende, Monkey D. Garp, D, Monkī Dī Gāpu, Genkotsu no Gāpu, Kaigun no Eiyū, Densetsu no Eiyū";;;InstructeurVice-Amiral;Royaume de Goa;3,000,000,000;78 ans;287 cm;Vivant(e);"Chapitre 92 ; Épisode 68";Aucun;3 000 000 000
monkey-d-luffy;Monkey D. Luffy;Straw Hat Pirates;Straw Hat Grand Fleet,Four Emperors,Clan of D.,Dadan Family,Baratie,Impel Down,Ninja-Pirate-Mink-Samurai Alliance;Lucy,Rushi,Luffy-tarou,Rufitaro,English versions: 'Luffytaro,Luffy-no-Umi,Rufinoumi,Joy Boy,Joi Boi,Straw Hat Luffy,Mugiwara no Rufi,Monki Di Rufi;3,000,000,000;Paramecia(Mythical Zoan);Pirate Captain;"Emperor; Senior Captain of the Grand Fleet; Prisoner; Chore Boy; Bandit";Foosha Village;Équipage de Chapeau de Paille, La Grande Flotte du Chapeau de Paille, Quatre Empereurs, Alliance des Ninjas-Pirates-Minks-Samouraïs, Famille Dadan Impel Down;"Lucy"" ""Luffy-tarou"" ""Luffy-no-Umi"" Joy Boy, Luffy au Chapeau de Paille, Cinquième Empereur, Monkey D. Luffy, D, Monkī Dī Rufi, Rūshī, Luffy-taro, Rufitarō, Rufinoumi, Joi Bōi, Mugiwara no Rufi";Paramecia;Village de Fuchsia Mont Corvo Ruskaina;Capitaine PirateEmpereur PirateLeader d'une Grande FlottePrisonnier Bandit Garçon de corvée;Royaume de Goa;3,000,000,0001,500,000,000500,000,000400,000,000300,000,000100,000,00030,000,000;19 ans;174 cm;Vivant(e);"Chapitre 1 ; Épisode 1";Gomu Gomu no Mi / Hito Hito no Mi, Model: Nika;3 000 000 000
morgans;Morgans;World Economy News Paper;Underworld;Big News,Biggu Nyusu,Moruganzu;;Zoan;World Economy News Paper President;Emperor of the Underworld;Grand Line;World Economy News Paper Pègre;Big News, Morgans, Moruganzu, Biggu Nyūsu;Zoan;;"Président du journal World Economy News ; Empereur de la pègre";Grand Line;;53 ans;305 cm;Vivant(e);"Chapitre 860 ; Épisode 830";Tori Tori no Mi, Model: Albatross;Aucune
morge;Morge;Cross Guild;Buggy's Delivery,Buggy and Alvida Alliance,Buggy Pirates;Beast Tamer,Moju-tsukai no Moji,Beast Breaker,4Kids,Moji;;;Pirate;First Mate;East Blue;Équipage du ClownSecond de l'Équipage du ClownDresseur de Fauves;"Morge ""le Dresseur de Fauves, Morge, Mōji, Mōjū-tsukai no Mōji";;;PirateSecond;East Blue;;29 ans;197 cm;Vivant(e);"Chapitre 9 ; Épisode 6";Aucun;Inconnu
nami;Nami;Straw Hat Pirates;Straw Hat Grand Fleet,Arlong Pirates,Ninja-Pirate-Mink-Samurai Alliance;Namizo,O-Nami,Onami,English versions: 'Onami,Cat Burglar,Dorobo Neko,Nami;366,000,000;;Navigator;"Senior Officer; Thief; Pirate Officer Arlong Pirates, former; Kunoichi";Conomi Islands;Équipage de Chapeau de PailleÉquipage d'Arlong L'Équipage de Gyanzack Équipage du Lion d'Or;La Chatte Voleuse/La Voleuse, Nami, Dorobō Neko;;Village de Kokoyashi Weatheria;"Pirate; VoleuseNavigatriceLieutenante de l'Équipage d'Arlong";East Blue, Royaume d'Oykot;366.000.00066.000.00016.000.000;20 ans;170 cm;Vivant(e);"Chapitre 8 ; Épisode 1";Aucun;366 000 000
nefertari-cobra;Nefertari Cobra;Arabasta Kingdom;Clan of D.;Neferutari Kobura;;;King of Arabasta;;Arabasta Kingdom;Famille Nefertari;Nefertari Cobra, Neferutari Kobura;;;Roi;Royaume d'Alabasta;;50 ans;182 cm;Décédé(e);"Chapitre 142 ; Épisode 91";Aucun;Aucune
nefertari-vivi;Nefertari Vivi;Arabasta Kingdom;Nefertari Family,Straw Hat Pirates,Baroque Works,Clan of D.,Sand-Sand Clan;Miss Wednesday,Misu Wenzude,Ms. Wednesday,4Kids dub,Neferutari Bibi;;;Princess of Arabasta;"Pirate; Bounty Hunter; Frontier Agent; Sand-Sand Clan Vice-Leader";Arabasta Kingdom;AlabastaBaroque Works L'Équipage du Chapeau de Paille;Miss Wednesday, Nefertari D. Vivi, D, Neferutari D. Bibi, Misu Wenzudē;;;Princesse d'AlabastaAgent Frontière de Baroque Works Pirate;Royaume d'Alabasta;;18 ans;169 cm;Vivant(e);"Chapitre 103 ; Épisode 62";Aucun;Aucune
nekomamushi;Nekomamushi;Mokomo Dukedom;Guardians,Kouzuki Family,Ninja-Pirate-Mink-Samurai Alliance,Nine Red Scabbards,Roger Pirates,Whitebeard Pirates;Master Nekomamushi,Nekomamushi no Dan'na,'The Cat Viper' Funimation: 'Master Cat Viper,Ruler of Night,Yoru no O,Simulcast subs: 'King of Night,Nekomamushi;;;Yakuza Boss;"Ruler of Mokomo Dukedom; Guardian of the Whale Forest; Retainer; Samurai; Pirate Apprentice";Mokomo Dukedom;Principauté de Mokomo Famille Kozuki L'Équipage des Pirates Roger Équipage de Barbe Blanche Neuf Fourreaux Rouges Alliance des Ninjas-Pirates-Minks-Samouraïs;"Le Roi du Crépuscule ;Maître Nekomamushi, Nekomamushi, Chavipère, Yoru no Ō, Nekomamushi no Danna";;Pays des Wa;Guardians de la Forêt de la Baleine Pirate Boss Yakuza;Zou, Principauté de Mokomo;;40 ans;522 cm;Vivant(e);"Chapitre 809 ; Épisode 756";Aucun;Inconnu
neptune;Neptune;Neptune Family;Ryugu Kingdom;God of the Sea,Kaishin,Great Knight of the Sea,Umi no Dai-kishi,Nepuchun;;;King of the Ryugu Kingdom;Prince;Ryugu Kingdom;Famille royale du royaume Ryugu;Dieu de la Mer, Grand Chevalier de la Mer, Neptune, Nepuchūn, Kaishin, Umi no Dai-kishi;;;Roi du royaume Ryugu Prince;Île des Hommes-Poissons, royaume Ryugu;;70 ans;1220 cm;Vivant(e);"Chapitre 611 ; Épisode 530";Aucun;Aucune
nero;Nero;CP9;Aucune;Nero the Sea Weasel,Umi Itachi no Nero,Nero;;;Cipher Pol Agent;;West Blue;CP9;La Belette des Mers, Nero, Umi Itachi;;;Agent du CP9 et Assassin;West Blue;;22 ans;202 cm;Inconnu;"Chapitre 367 ; Épisode 257";Aucun;Aucune
nezumi;Nezumi;Marines;Marine 16th Branch;Nezumi;100,000,000;;Marine Captain;Marine Commander (Non-Canon) =;East Blue;Marine;Nezumi;;;"Capitaine; 16e Branche Lieutenant Colonel (non-canon)";East Blue;;36 ans;182 cm;Vivant(e);"Chapitre 69 ; Épisode 31";Aucun;Au moins 100 000 000
nico-robin;Nico Robin;Straw Hat Pirates;Straw Hat Grand Fleet,Baroque Works,Foxy Pirates,Ohara Archaeologists,Revolutionary Army,Ninja-Pirate-Mink-Samurai Alliance;Miss All Sunday,Misu Orusande,Ms. Sunday,4Kids dub,O-Robi,Orobi,English versions: 'Orobi,Devil Child,Akuma no Ko,English versions: 'Demon Child,Light of the Revolution,Kakumei no Tomoshibi,Niko Robin;930,000,000;Paramecia;Archaeologist;"Senior Officer; Geisha; Assassin; Baroque Works Vice President; Rain Dinners manager; Revolutionary; Slave";West Blue;Équipage de Chapeau de PailleBaroque Works Armée Révolutionnaire Équipage de Foxy;Miss Allsunday, O-Robi, L'Enfant du Démon, La Démone, La Démone d'Ohara, La Lumière de la Révolution, Nico Robin, Niko Robin, Misu Ōrusandē, Orobi, Akuma no Ko, Akuma-tachi, Ohara no Akuma-tachi, Kakumei no Tomoshibi;Paramecia;Ohara Alabasta;Archéologue, PirateAssassin Vice-Présidente de Baroque Works Co-directrice du Rain Dinners Esclave Révolutionnaire, temporaire, Geisha;West Blue;930.000.000130.000.00080.000.00079.000.000;30 ans;188 cm;Vivant(e);"Chapitre 114 ; Épisode 67";Hana Hana no Mi;930 000 000
octo;Octo;Takoyaki 8;Arlong Pirates,Sun Pirates;Six Sword Style Hachi,Rokutoryu no Hachi,Hatchan;8,000,000;;Takoyaki seller;Pirate Officer;;Takoyaki 8Équipage d'Arlong Équipage des Pirates du Soleil;Hachi aux Six Lames, Octo, Hatchan, Rokutōryū no Hachi;;;CuisinierPirate;Île des Hommes-Poissons, Royaume Ryugu;8 000 000;38 ans;220 cm;Vivant(e);"Chapitre 69 ; Épisode 31";Aucun;8 000 000
ohm;Ohm;God's Army;Aucune;Skybreeder,Sukaiburida,Omu;;;Priest of Enel;;Birka;Clan d'Ener;Ohmu, L'Éleveur du Ciel, Ohm, Om, Ōmu, Sukai Burīdā;;;Prélat, Épéiste;Bilca;;29 ans;189 cm;Inconnu;"Chapitre 241 ; Épisode 155";Aucun;Aucune
oimo;Oimo;World Government;Giant Warrior Pirates;Oimo;;;Pirate;Gate Guardian;Elbaph;L'Équipage des Géants Staff d'Enies Lobby Franky Family;Oimo;;Enies Lobby Water Seven;PirateGardien d'Enies Lobby;Erbaf;;153 ans;1600 cm;Vivant(e);"Chapitre 377 ; Épisode 265";Aucun;Inconnu
orlumbus;Orlumbus;Yonta Maria Grand Fleet;Straw Hat Grand Fleet,Standing Kingdom;Massacre Ruler,Satsuriku Shihaisha,'Savage Surmounter,Made-Up Explorer,Itsuwari no Boken Yaro,'Adventurer of Lies,Pioneer Explorer,Kaitaku Boken-ka,'Adventuring Pioneer,Oronbusu;148,000,000;;Captain of the Seventh Ship of the Straw Hat Grand Fleet;"Pirate; Admiral; Adventurer";Standing Kingdom;Allié de Équipage du Chapeau de Paille, Flotte Yonta Maria, Yonta Maria Dai-sendan;"Le Dirigeant"" L'Aventurier au Massacre Imaginaire, Orlumbus, Ōronbusu, Satsuriku Shihaisha, Itsuwari no Bōken Yarō";;;Amiral de la grande flotte Yonte Maria, Gladiateur;Grand Line, Royaume de Standing;48.000.000 148.000.000;42 ans;480 cm;Vivant(e);"Chapitre 704 ; Épisode 632";Aucun;148 000 000
pagaya;Pagaya;Skypiea;Aucune;Pagaya;;;Dial Boat Engineer;;Skypiea;Skypiéa;Pagaya;;;Civil;Skypiea;;54 ans;179 cm;Vivant(e);"Chapitre 239 ; Épisode 154";Aucun;Aucune
page-one;Page One;Yamato;Beasts Pirates, Tobiroppo;Pejiwan;290,000,000;Ancient Zoan;Shinuchi;;Grand Line;Équipage des cent bêtes;Page One, Pēji Wan;Zoan Antique;;Pirate Tobiroppo;Grand Line;290.000.000;20 ans;171 cm;Vivant(e);"Chapitre 929 ; Épisode 923";Ryu Ryu no Mi, Model: Spinosaurus;290 000 000
peeply-lulu;Peeply Lulu;Galley-La Company;Aucune;Pipuri Ruru;;;Dock 1 Foreman;Shipwright;Water 7;Galley-La Company;Peeply Lulu, Pīpurī Ruru;;Water Seven;"Charpentier; Contremaître du Quai n°1";Water Seven;;33 ans;206 cm;Vivant(e);"Chapitre 323 ; Épisode 230";Aucun;Aucune
perona;Perona;Equipage de Gecko Moria;Mysterious Four, Thriller Bark, Dracule Mihawk;Ghost Princess,Gosuto Purinsesu,Perona;;Paramecia;Pirate;Wild Zombies and Surprise Zombies Commander;West Blue;Dracule MihawkRoronoa Zoro Thriller Bark, Quatre Mystérieux;La Princesse Fantôme, Perona, Gōsuto Purinsesu;Paramecia;;Animaux Zombies et Commandant d'Embuscade des Zombies;West Blue;;25 ans;160 cm;Vivant(e);"Chapitre 443 ; Épisode 338";Horo Horo no Mi;Inconnu
pica;Pica;Donquixote Pirates;Aucune;Pika;99,000,000;Paramecia;Pirate Executive Officer;;North Blue;Équipage de Don Quijote;Pica, Pīka;Paramecia;Spider Miles Dressrosa;Pirate;North Blue;99.000.000;40 ans;470 cm;Vivant(e);"Chapitre 700 ; Épisode 629";Ishi Ishi no Mi;99 000 000
raizo;Raizo;Kouzuki Family;Nine Red Scabbards,Ninja-Pirate-Mink-Samurai Alliance;Raizo of the Mist,Kiri no Raizo,Raizo;;Paramecia;Daimyo;"Ninja; Retainer of the Kouzuki Family; Samurai; Member of the Kouzuki Family Oniwabanshu; Bandit";Wano Country;Pays des Wa Famille Kozuki Neuf Fourreaux Rouges;Raizo de la Brume, Raizo, Kiri no Raizō;Paramecia;;Daimyo Ninja Samourai;Pays des Wa;;35 ans;311 cm;Vivant(e);"Chapitre 817 ; Épisode 768";Maki Maki no Mi;Aucune
rebecca;Rebecca;Dressrosa;Corrida Colosseum;The Undefeated Woman,Muhai no Onna,The Phantom Princess,Maboroshi no Ojo,Rebekka;;;Lady-in-waiting, Gladiator, Princess Of Dressrosa;;Dressrosa;Colisée Corrida;La Femme Invaincue, La Princesse Fantôme, Rebecca, Rebekka, Muhai no Onna, Maboroshi no Ōjo;;Dressrosa;"Gladiatrice ; Princesse de Dressrosa ; Dame de compagnie";Dressrosa;;16 ans;171 cm;Vivant(e);"Chapitre 704 ; Épisode 633";Aucun;Aucune
riku-doldo-iii;Riku Doldo III;Riku Family;Aucune;Ricky,Rikki,King of Miracles,Kiseki no O,Riku Dorudo Sansei;;;King;Corrida Colosseum Gladiator;Dressrosa;Dressrosa Colisée Corrida;Ricky, Riku Doldo III, Riku Dold III, Riku Dorudo Sansei, Rikkī;;;Roi Épéiste Gladiateur;Dressrosa;;60 ans;261 cm;Vivant(e);"Chapitre 706 ; Épisode 636";Aucun;Aucune
roronoa-zoro;Roronoa Zoro;Straw Hat Pirates;Straw Hat Grand Fleet,Shimotsuki Family,Ninja-Pirate-Mink-Samurai Alliance;Zoro-juurou,Zorojuro,Funimation: Zorojuro,VIZ Media: 'Zolojuro,Pirate Hunter Zoro,Kaizoku Gari no Zoro,Roronoa Zoro;1,111,000,000;;Master Swordsman;"Pirate; Crew Combatant; Senior Officer; Ronin; Bounty Hunter";East Blue;L'Équipage du Chapeau de Paille, Grande Flotte du Chapeau de PailleAlliance des Ninjas-Pirates-Minks-SamouraïsOnze Supernovas;"Zoro-juurou, Roronoa Zorro, Le Chasseur de Pirates"" ;""Mr. Bushidô"" ""Le Samouraï, Roronoa Zoro, Zorojūrō, Kaizoku Gari, par Nefertari Vivi, par certains ennemis";;Village de Shimotsuki Île de Kuraigana;Escrimeur, PirateChasseur de Primes;East Blue;1.111.000.000320.000.000120.000.00060.000.000;21 ans;181 cm;Vivant(e);"Chapitre 3 ; Épisode 1";Aucun;1 111 000 000
ryuboshi;Ryuboshi;Neptune Family;Aucune;Ryuboshi;;;Prince of the Ryugu Kingdom;;Ryugu Kingdom;"Hommes-poissons; Famille royale de l'île des hommes-poissons";Ryuboshi;;;Prince du Ryugu Palace;Île des Hommes-Poissons, Royaume Ryugu;;23 ans;544 cm;Vivant(e);"Chapitre 609 ; Épisode 528";Aucun;Aucune
sabo;Sabo;Revolutionary Army;Dadan Family,Goa Kingdom;Lucy,Rushi,Flame Emperor,Entei,Sabo;602,000,000;Logia;Chief of Staff, Sanbo Socho of the Revolutionary Army;"Noble; Pirate; Thief; Bandit";Goa Kingdom;Armée Révolutionnaire L'Équipage ASL Famille Dadan;"Lucy ; ""L'Empereur des Flammes, Sabo, Rūshī, Entei";Logia;Royaume de Goa Mont Corvo Baltigo Kedétrav;Nobles Pirate Second de l'Armée Révolutionnaire;Royaume de Goa;Inconnue 602.000.000;22 ans;187 cm;Vivant(e);"Chapitre 583 ; Épisode 494";Mera Mera no Mi;602 000 000
sai;Sai;Happo Navy;Chinjao Family,Straw Hat Grand Fleet;Don Sai,Sai;210,000,000;;Captain of the Third Ship of the Straw Hat Grand Fleet;"13th Leader of the Happo Navy; Martial Artist, Fighter";Kano Country;Flotte de Happou Armada de Chapeau de Paille Colisée Corrida;Don Sai, Sai;;;;West Blue, Pays des Fleurs;210 000 000;28 ans;242 cm;Vivant(e);"Chapitre 704 ; Épisode 632";Aucun;210 000 000
saint-rosward-charlos;Saint Rosward Charlos;World Government;Rosward Family;Rosuwado Charurosu Sei;;;World Noble;;Mary Geoise;Gouvernement Mondial Famille Rosward;Saint Rosward Charlos, Saint Charlos, Rosuwādo Charurosu Sei;;;Dragons Célestes;Mary Geoise;;24 ans;230 cm;Vivant(e);"Chapitre 499 ; Épisode 393";Aucun;Aucune
sainte-rosward-sharlia;Sainte Rosward Sharlia;World Government;Rosward Family;Rosuwado Sharuria Gu;;;World Noble;;Mary Geoise;Gouvernement Mondial Famille Rosward;Sainte Rosward Sharlia, Sainte Shalulia Princesse Sharlia, Rosuwādo Sharuria Gū;;Mary Geoise;Nobles Mondiaux;Mary Geoise;;17 ans;178 cm;Vivant(e);"Chapitre 497 ; Épisode 391";Aucun;Aucune
sakazuki;Sakazuki;Marines;Aucune;Akainu,literally meaning 'Red Dog,Sakazuki;5,000,000,000;Logia;Fleet Admiral;"Admiral; Vice Admiral";North Blue;Marine;Akainu, Sakazuki, Chien Rouge;Logia;;Amiral Commandant en ChefAmiral Vice-Amiral;North Blue;5,000,000,000;55 ans;306 cm;Vivant(e);"Chapitre 397 ; Épisode 278";Magu Magu no Mi;5 000 000 000
sanjuan-wolf;Sanjuan Wolf;Blackbeard Pirates;Impel Down;Colossal Battleship,Kyodai Senkan,VIZ,Funimation: 'Great Battleship,Sanfan Urufu;Unknown;Paramecia;Titanic Captain, Captain of the Seventh Ship;Prisoner of the Great Prison;West Blue;Équipage de Barbe NoireImpel Down;"Le Cuirassé Géant"" ; ""Le Navire de Guerre Colossal"" ""Le Destroyer, Sanjuan Wolf, Sanfan Urufu, Kyodai Senkan, Saidai no Gunkan, Ancienne édition";Paramecia;Île de Ruche;PiratePrisonnier d'Impel DownCommandant de la 7e flotte de l'équipage de Barbe Noire;West Blue;Au moins100.000.000;99 ans;18000 cm;Vivant(e);"Chapitre 575 ; Épisode 484";Deka Deka no Mi;Inconnu
sasaki;Sasaki;Beasts Pirates;Tobiroppo,Sasaki Pirates;Overflowing Sasaki,Mokkiri no Sasaki,Sasaki;472,000,000;Ancient Zoan;Shinuchi;Pirate Captain;Grand Line;Équipage des cent bêtes L'Équipage de Sasaki;Sasaki le Débordant, Sasaki, Suichū Sasaki;Zoan Antique;;Pirate Tobiroppo Capitaine Pirate;Grand Line;472.000.000;34 ans;318 cm;Vivant(e);"Chapitre 977 ; Épisode 982";Ryu Ryu no Mi, Model: Triceratops;472 000 000
satori;Satori;God's Army;Aucune;Satori of the Forest,Mori no Satori,Satori;;;Priest of Enel;;Birka;Clan d'Ener;Satori de La Forêt, Satori, Mori no Satori;;;Prélat;Bilca;;27 ans;179 cm;Inconnu;"Chapitre 241 ; Épisode 155";Aucun;Aucune
yeti-cool-brothers;Yeti Cool Brothers;Caesar Clown;Aucune;Killers of the Snowy Mountain,Yukiyama no Koroshiya,Ieti Kuru Burazazu;20,000,000;;Mercenaries;"Assassins; Snipers";Grand Line;César Clown;Les tueurs des montagnes enneigées, Yeti Cool Brothers, COOL BROTHERS, Ieti Kūru Burazāzu, Yukiyama no Koroshiya;;;MercenairesAssassinsSnipers;Grand Line;20.000.000, Rock 20.000.000, Scotch;25 ans;4250 cm;Inconnu;"Chapitre 665 ; Épisode 591";Aucun;20 000 000
scratchmen-apoo;Scratchmen Apoo;On Air Pirates;Beasts Pirates;Roar of the Sea,Umi Nari,Sukuratchimen Apu;350,000,000;Paramecia;Pirate Captain;"Musician; Informant";Grand Line;"Équipage du On-Air;Onze Supernovae;L'Équipage aux Cent Bêtes";Le MugissantLa Marée Rugissante, Scratchmen Apoo, Sukuracchimen Apū, Umi Nari;Paramecia;;Capitaine PirateInformateurSupernovaMusicien;Grand Line;198,000,000350,000,000;31 ans;256 cm;Vivant(e);"Chapitre 498 ; Épisode 392";Oto Oto no Mi;350 000 000
sengoku;Sengoku;Marines;Aucune;Sengoku the Buddha,Hotoke no Sengoku,Funimation subs : 'Saint Sengoku,The Resourceful General,Chisho,Sengoku;;Mythical Zoan;Inspector General;"Fleet Admiral; Admiral; Admiral; Vice Admiral";South Blue;Marine;Sengoku le Bouddha, Sengoku, Hotoke no Sengoku;Zoan Mythique;;Inspecteur GénéralAmiral Commandant en chef Amiral;South Blue;;79 ans;278 cm;Vivant(e);"Chapitre 234 ; Épisode 151";Hito Hito no Mi, Model: Daibutsu;Aucune
senor-pink;Senor Pink;Donquixote Pirates;Aucune;Senyoru Pinku;58,000,000;Paramecia;Pirate Officer;Assassin;North Blue;Impel DownÉquipage de Don Quijote;Señor Pink, Senyōru Pinku;Paramecia;Spider Miles Dressrosa;PirateAssassin;North Blue;58.000.000;46 ans;244 cm;Vivant(e);"Chapitre 702 ; Épisode 632";Sui Sui no Mi;58 000 000
sentomaru;Sentomaru;Marines;Aucune;Sentomaru;500,000,000;;Marine Officer;"Captain of the Science Unit; Dr. Vegapunk's bodyguard";Mt. Kintoki;Marine Vegapunk;Sentômaru;;;Officier de la Marine Garde du corps;Grand Line Mont Kintoki;500.000.000;34 ans;279 cm;Vivant(e);"Chapitre 497 ; Épisode 401";Aucun;500 000 000
shakuyaku;Shakuyaku;Shakky's Rip-off Bar;Kuja,Kuja Pirates;Shakky,Shakki,Shakuyaku;;;Bartender;"Pirate Captain; First Mate; Empress of Amazon Lily";;Bar de l'ArnaqueSilvers RayleighÉquipage des Pirates Kuja;Shakky, Shakuyaku, Shakkī;;Archipel des Sabaody;Gérante de BarCapitaine Pirate Impératrice d'Amazon Lily Second;Amazon Lily;;64 ans;186 cm;Vivant(e);"Chapitre 498 ; Épisode 392";Aucun;Inconnu
sham;Sham;Black Cat Pirates;Aucune;Nyaban Brothers,Nyaban Burazazu,English versions: 'Meowban Brothers,Shamu;7,000,000;;Pirate Officer;Ship Guard;East Blue;Équipage du Chat Noir;Siam, Sham, Shamu;;;Pirates;East Blue;7,000,000, avec Buchi;23 ans;201 cm;Vivant(e);"Chapitre 31 ; Épisode 13";Aucun;7 000 000
shanks;Shanks;Red Hair Pirates;Four Emperors,Roger Pirates,Knights of God,World Nobles, Figarland Family;Red-Haired Shanks,Akagami no Shankusu,Shankusu;4,048,900,000;;Chief;"Emperor; Apprentice; Devoted Blade of God";God Valley;L'Équipage du RouxQuatre EmpereursL'Équipage des Pirates Roger Chevalier Divin;Shanks le Roux, Shanks, Shankusu, Akagami no Shankusu;;Village de Fuchsia;EmpereurCapitaine PirateMoussaillon Lame Divine;West Blue;4.048.900.0001.040.000.000;39 ans;199 cm;Vivant(e);"Chapitre 1 ; Épisode 4";Aucun;4 048 900 000
sheep-s-head;Sheep's Head;Beasts Pirates;Aucune;Shipusuheddo;;Artificial Zoan;Shinuchi of the Gifters, Gifutazu Shin'uchi;;Grand Line;L'Équipage aux Cent Bêtes;Sheep's Head, Shīpusuheddo;SMILE;;Pirate;Grand Line;;24 ans;293 cm;Inconnu;"Chapitre 795 ; Épisode 739";Sheep SMILE;Inconnu
shimotsuki-koshiro;Shimotsuki Koshiro;Shimotsuki Family;Aucune;Shimotsuki Koshiro;;;Dojo Master;;East Blue;Famille Shimotsuki;Shimotsuki Kôshirô;;Village de Shimotsuki;Maître de DojoÉpéiste;East Blue;;51 ans;184 cm;Vivant(e);"Chapitre 5 ; Épisode 19";Aucun;Aucune
shinobu;Shinobu;Kouzuki Family;Ninja-Pirate-Mink-Samurai Alliance;Bewitching Kunoichi,Nosatsu Kunoichi,Shinobu the Man-Killer,Otoko-goroshi no Shinobu,Shinobu;;Paramecia;Kunoichi;"Retainer of the Kouzuki Family; Member of the Kouzuki Family Oniwabanshu";Wano Country;"Famille Kozuki; Orochi Oniwabanshu";"La Tueuse d'Hommes"" La Kunoichi captivante, Shinobu, Otoko-goroshi no Shinobu, Nōsatsu Kunoichi";Paramecia;Pays des Wa;Kunoichi;Pays des Wa;;49 ans;180 cm;Vivant(e);"Chapitre 921 ; Épisode 911";Juku Juku no Mi;Aucune
shura;Shura;God's Army;Aucune;Sky Rider,Sukai Raida,Shura;;;Priest of Enel;;Birka;Clan d'Ener;Sky Rider, Shura;;;Prélat;Bilca;;33 ans;191 cm;Inconnu;"Chapitre 241 ; Épisode 155";Aucun;Aucune
